통계표,계정항목,단위,변환,2001/01,2001/02,2001/03,2001/04,2001/05,2001/06,2001/07,2001/08,2001/09,2001/10,2001/11,2001/12,2002/01,2002/02,2002/03,2002/04,2002/05,2002/06,2002/07,2002/08,2002/09,2002/10,2002/11,2002/12,2003/01,2003/02,2003/03,2003/04,2003/05,2003/06,2003/07,2003/08,2003/09,2003/10,2003/11,2003/12,2004/01,2004/02,2004/03,2004/04,2004/05,2004/06,2004/07,2004/08,2004/09,2004/10,2004/11,2004/12,2005/01,2005/02,2005/03,2005/04,2005/05,2005/06,2005/07,2005/08,2005/09,2005/10,2005/11,2005/12,2006/01,2006/02,2006/03,2006/04,2006/05,2006/06,2006/07,2006/08,2006/09,2006/10,2006/11,2006/12,2007/01,2007/02,2007/03,2007/04,2007/05,2007/06,2007/07,2007/08,2007/09,2007/10,2007/11,2007/12,2008/01,2008/02,2008/03,2008/04,2008/05,2008/06,2008/07,2008/08,2008/09,2008/10,2008/11,2008/12,2009/01,2009/02,2009/03,2009/04,2009/05,2009/06,2009/07,2009/08,2009/09,2009/10,2009/11,2009/12,2010/01,2010/02,2010/03,2010/04,2010/05,2010/06,2010/07,2010/08,2010/09,2010/10,2010/11,2010/12,2011/01,2011/02,2011/03,2011/04,2011/05,2011/06,2011/07,2011/08,2011/09,2011/10,2011/11,2011/12,2012/01,2012/02,2012/03,2012/04,2012/05,2012/06,2012/07,2012/08,2012/09,2012/10,2012/11,2012/12,2013/01,2013/02,2013/03,2013/04,2013/05,2013/06,2013/07,2013/08,2013/09,2013/10,2013/11,2013/12,2014/01,2014/02,2014/03,2014/04,2014/05,2014/06,2014/07,2014/08,2014/09,2014/10,2014/11,2014/12,2015/01,2015/02,2015/03,2015/04,2015/05,2015/06,2015/07,2015/08,2015/09,2015/10,2015/11,2015/12,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06,2022/07,2022/08,2022/09,2022/10,2022/11,2022/12,2023/01,2023/02,2023/03,2023/04,2023/05,2023/06,2023/07,2023/08,2023/09,2023/10,2023/11,2023/12,2024/01,2024/02,2024/03,2024/04,2024/05,2024/06,2024/07,2024/08,2024/09,2024/10,2024/11,2024/12,2025/01,2025/02
"1.3.2.2. 시장금리(월,분기,년)","CD(91일)","연%","원자료","6.43","5.73","5.68","5.84","5.85","5.65","5.32","4.92","4.66","4.36","4.53","4.84","4.79","4.54","4.64","4.79","4.81","4.85","4.91","4.80","4.81","4.91","4.91","4.90","4.70","4.54","4.76","4.62","4.39","4.28","4.15","3.90","3.83","3.93","4.23","4.34","4.26","4.08","3.93","3.91","3.90","3.91","3.91","3.70","3.52","3.52","3.42","3.39","3.47","3.59","3.55","3.52","3.51","3.51","3.51","3.50","3.70","3.93","3.96","4.04","4.15","4.25","4.27","4.33","4.36","4.47","4.63","4.68","4.64","4.57","4.60","4.76","4.92","4.95","4.94","4.95","5.04","5.03","5.05","5.21","5.34","5.34","5.43","5.73","5.81","5.28","5.25","5.38","5.36","5.36","5.52","5.77","5.79","6.03","5.62","4.68","3.22","2.70","2.45","2.42","2.41","2.41","2.41","2.48","2.64","2.79","2.79","2.82","2.88","2.88","2.83","2.51","2.45","2.45","2.58","2.63","2.66","2.66","2.73","2.80","2.93","3.13","3.35","3.40","3.46","3.53","3.59","3.59","3.58","3.58","3.56","3.55","3.55","3.53","3.54","3.54","3.54","3.54","3.34","3.19","3.14","2.93","2.85","2.88","2.86","2.83","2.81","2.80","2.72","2.69","2.68","2.66","2.66","2.66","2.65","2.65","2.65","2.65","2.65","2.65","2.65","2.65","2.65","2.52","2.35","2.21","2.14","2.13","2.13","2.12","1.95","1.81","1.80","1.70","1.65","1.64","1.60","1.58","1.59","1.67","1.67","1.64","1.63","1.61","1.58","1.43","1.36","1.35","1.34","1.35","1.42","1.54","1.50","1.49","1.48","1.43","1.39","1.38","1.39","1.39","1.38","1.38","1.45","1.66","1.66","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.65","1.68","1.71","1.91","1.87","1.87","1.90","1.86","1.84","1.80","1.68","1.49","1.54","1.46","1.52","1.53","1.47","1.42","1.23","1.10","1.02","0.79","0.79","0.68","0.63","0.63","0.66","0.66","0.68","0.73","0.75","0.74","0.68","0.66","0.69","0.77","0.98","1.08","1.17","1.27","1.39","1.50","1.50","1.64","1.77","1.99","2.41","2.79","3.01","3.69","3.99","4.02","3.80","3.52","3.61","3.50","3.64","3.75","3.75","3.70","3.76","3.82","3.83","3.83","3.74","3.69","3.65","3.57","3.60","3.60","3.54","3.50","3.52","3.43","3.42","3.35","3.04","2.95"
